# Table EV1 from 									
# https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5327727/#msb167233-sup-0002									
ORF	Symbol	Etymology	SGDID	Note	Description	Chr	StartBp	EndBP	Chain
YGR112W	SHY1		S000003344	Respiration	Mitochondrial inner membrane protein required for complex IV assembly; associates with complex IV assembly intermediates and complex III/complex IV supercomplexes; similar to human SURF1 involved in Leigh Syndrome; complex IV is also known as cytochrome c oxidase	VII	717358	718527	+
YBL007C	SLA1	Synthetic Lethal with ABP1	S000000103	Respiration	Cytoskeletal protein binding protein; required for assembly of the cortical actin cytoskeleton; interacts with proteins regulating actin dynamics and proteins required for endocytosis; found in the nucleus and cell cortex; has 3 SH3 domains	II	212632	216366	-
YDL033C	SLM3		S000002191	Respiration	"tRNA-specific 2-thiouridylase; responsible for 2-thiolation of the wobble base of mitochondrial tRNAs; human homolog TRMU is implicated in myoclonus epilepsy associated with ragged red fibers (MERRF), and can complement yeast null mutant"	IV	392659	393912	-
YCR024C	SLM5	Synthetic Lethal with Mss4	S000000618	Respiration	Mitochondrial asparaginyl-tRNA synthetase	III	160744	162222	-
YLR139C	SLS1	Synthetic Lethal with SSM4	S000004129	Respiration	Mitochondrial membrane protein; coordinates expression of mitochondrially-encoded genes; may facilitate delivery of mRNA to membrane-bound translation machinery	XII	421542	423473	-
YGR229C	SMI1	Suppressor of MAR Inhibitor	S000003461	Respiration	Protein involved in the regulation of cell wall synthesis; proposed to be involved in coordinating cell cycle progression with cell wall integrity	VII	949382	950899	-
YMR165C	SMP2	Phosphatidic Acid phosphoHydrolase	S000004775	Respiration	"Mg2+-dependent phosphatidate (PA) phosphatase; dephosphorylates PA to yield diacylglycerol; regulates phospholipid synthesis, nuclear/ER membrane growth, lipid droplet formation, triacylglycerol synthesis, vacuolar homeostasis and cell wall integrity; phosphorylated by Pho85p/Pho80p, Cdc28p/Cyclin B, PKA, PKC, and CKII, regulating activity, localization, and proteosomal degradation; homolog of mammalian lipins 1 and 2; human homologs LPIN1, LPIN2, LPIN3 complement the null"	XIII	590040	592628	-
YDR477W	SNF1	Sucrose NonFermenting	S000002885	Respiration	"AMP-activated S/T protein kinase; complexes with Snf4p and a Sip1p/Sip2p/Gal83p family member; required for glucose-repressed gene transcription, heat shock, sporulation, and peroxisome biogenesis; active form involved in mitotic spindle alignment in non-limiting glucose; regulates Hxk2p nucleocytoplasmic shuttling; regulates filamentous growth and acts as a non-canonical GEF-activating Arf3p during invasive growth; sumoylation inhibits Snf1p, targeting it for Ub-ligase mediated destruction"	IV	1412373	1414274	+
YOR290C	SNF2	Sucrose NonFermenting	S000005816	Respiration	Catalytic subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; contains DNA-stimulated ATPase activity; functions interdependently in transcriptional activation with Snf5p and Snf6p	XV	855147	860258	-
YGL115W	SNF4	Sucrose NonFermenting	S000003083	Respiration	"Activating gamma subunit of the AMP-activated Snf1p kinase complex; additional subunits of the complex are Snf1p and a Sip1p/Sip2p/Gal83p family member; activates glucose-repressed genes, represses glucose-induced genes; role in sporulation, and peroxisome biogenesis; protein abundance increases in response to DNA replication stress"	VII	292033	293001	+
YBR289W	SNF5	Sucrose NonFermenting	S000000493	Respiration	Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; functions interdependently in transcriptional activation with Snf2p and Snf6p; relocates to the cytosol under hypoxic conditions	II	779667	782384	+
YHL025W	SNF6	Sucrose NonFermenting	S000001017	Respiration	Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; functions interdependently in transcriptional activation with Snf2p and Snf5p; relocates to the cytosol under hypoxic conditions	VIII	54851	55849	+
YLR025W	SNF7	Sucrose NonFermenting	S000004015	Respiration	One of four subunits of the ESCRT-III complex; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway; recruited from the cytoplasm to endosomal membranes; ESCRT-III stands for endosomal sorting complex required for transport III	XII	194452	195174	+
YPL002C	SNF8	Sucrose NonFermenting	S000005923	Respiration	Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome; appears to be functionally related to SNF7; involved in glucose derepression	XVI	553627	554328	-
YHR008C	SOD2	SuperOxide Dismutase	S000001050	Respiration	Mitochondrial manganese superoxide dismutase; protects cells against oxygen toxicity and oxidative stress; human mitochondrial SOD2 can complement a yeast null mutant and human cytoplasmic SOD1 can also complement when targeted to the mitochondrial matrix	VIII	122889	123590	-
YEL059C-A	SOM1	SOrting Mitochondrial	S000002954	Respiration	Subunit of the mitochondrial inner membrane peptidase (IMP); IMP is required for maturation of mitochondrial proteins of the intermembrane space; Som1p facilitates cleavage of a subset of substrates; contains twin cysteine-x9-cysteine motifs	V	42400	42624	-
YMR066W	SOV1		S000004670	Respiration	Mitochondrial protein of unknown function	XIII	401541	404237	+
YDR522C	SPS2	SPorulation Specific	S000002930	Respiration	"Protein expressed during sporulation; SPS2 has a paralog, SPS22, that arose from the whole genome duplication; redundant with Sps22p for organization of the beta-glucan layer of the spore wall; S. pombe ortholog is a spore wall component"	IV	1483795	1485303	-
YCR081W	SRB8	Suppressor of RNA polymerase B	S000000677	Respiration	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression	III	254371	258654	+
YDR293C	SSD1	Suppressor of SIT4 Deletion	S000002701	Respiration	Translational repressor with a role in polar growth and wall integrity; regulated by Cbk1p phosphorylation to effect bud-specific translational control and localization of specific mRNAs; interacts with TOR pathway components; contains a functional N-terminal nuclear localization sequence and nucleocytoplasmic shuttling appears to be critical to Ssd1p function	IV	1045640	1049392	-
YPL042C	SSN3	Suppressor of SNf1	S000005963	Respiration	Cyclin-dependent protein kinase; component of RNA polymerase II holoenzyme; involved in phosphorylation of the RNA polymerase II C-terminal domain; involved in glucose repression	XVI	473040	474707	-
YLR369W	SSQ1		S000004361	Respiration	"Mitochondrial hsp70-type molecular chaperone; required for assembly of iron/sulfur clusters into proteins at a step after cluster synthesis, and for maturation of Yfh1p, which is a homolog of human frataxin implicated in Friedreich's ataxia"	XII	859552	861525	+
YCL008C	STP22	STerile Pseudoreversion	S000000514	Respiration	"Component of the ESCRT-I complex; ESCRT-I is involved in ubiquitin-dependent sorting of proteins into the endosome; prevents polyubiquitination of the arrestin-related protein Rim8p, thereby directing its monoubiquitination by Rsp5p; homologous to the mouse and human Tsg101 tumor susceptibility gene; mutants exhibit a Class E Vps phenotype;"	III	105696	106853	-
YMR054W	STV1		S000004658	Respiration	Subunit a of the vacuolar-ATPase V0 domain; one of two isoforms (Stv1p and Vph1p); Stv1p is located in V-ATPase complexes of the Golgi and endosomes while Vph1p is located in V-ATPase complexes of the vacuole	XIII	383303	385975	+
YPL029W	SUV3		S000005950	Respiration	ATP-dependent RNA helicase; component of the mitochondrial degradosome along with the RNase Dss1p; the degradosome associates with the ribosome and mediates RNA turnover; also required during splicing of the COX1 AI5_beta intron; expression of a processed form of human homolog SUPV3L1 carrying an N-terminal deletion of 46 amino acids rescues yeast suv3 null mutant	XVI	495506	497719	+
YJL176C	SWI3	SWItching deficient	S000003712	Respiration	"Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes, including ADH1, ADH2, GAL1, HO, INO1 and SUC2; relocates to the cytosol under hypoxic conditions"	X	92053	94530	-
YLR182W	SWI6	SWItching deficient	S000004172	Respiration	"Transcription cofactor; forms complexes with Swi4p and Mbp1p to regulate transcription at the G1/S transition; involved in meiotic gene expression; also binds Stb1p to regulate transcription at START; cell wall stress induces phosphorylation by Mpk1p, which regulates Swi6p localization; required for the unfolded protein response, independently of its known transcriptional coactivators"	XII	517940	520351	+
YNL081C	SWS2		S000005025	Respiration	Putative mitochondrial ribosomal protein of the small subunit; has similarity to E. coli S13 ribosomal protein; participates in controlling sporulation efficiency; localizes to vacuole in response to H2O2	XIV	476188	476619	-
YJL004C	SYS1		S000003541	Respiration	Integral membrane protein of the Golgi; required for targeting of the Arf-like GTPase Arl3p to the Golgi; multicopy suppressor of ypt6 null mutation	X	431589	432200	-
YDR350C	TCM10	ATPase synthase	S000002758	Respiration	Specific translational activator for the mitochondrial ATP6 mRNA; Atp6p encodes a subunit of F1F0 ATP synthase; localized to the mitochondrial inner membrane	IV	1176120	1178174	-
YBR044C	TCM62	TriCarboxylic acid cycle Mutant	S000000248	Respiration	Protein involved in assembly of the succinate dehydrogenase complex; mitochondrial; putative chaperone	II	324341	326059	-
YHR009C	TDA3	Topoisomerase I Damage Affected	S000001051	Respiration	"Putative oxidoreductase involved in late endosome to Golgi transport; physical and genetical interactions with Btn2p; null mutant is viable, has extended S phase, and sensitive to expression of top1-T722A allele; similar to human FOXRED1"	VIII	124109	125680	-
YDR079C-A	TFB5		S000007603	Respiration	Component of RNA polymerase II general transcription factor TFIIH; involved in transcription initiation and in nucleotide-excision repair; relocalizes to the cytosol in response to hypoxia; homolog of Chlamydomonas reinhardtii REX1-S protein involved in DNA repair	IV	603593	603811	-
YDL185W	TFP1	Vacuolar Membrane Atpase	S000002344	Respiration	"Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner"	IV	126787	130002	+
YPL234C	TFP3 VMA11 CLS9	Vacuolar Membrane Atpase	S000006155	Respiration	Vacuolar ATPase V0 domain subunit c'; involved in proton transport activity; hydrophobic integral membrane protein (proteolipid) containing four transmembrane segments; N and C termini are in the vacuolar lumen	XVI	104946	105440	-
YHR025W	THR1	THReonine requiring	S000001067	Respiration	Homoserine kinase; conserved protein required for threonine biosynthesis; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic filaments; expression is regulated by the GCN4-mediated general amino acid control pathway	VIII	159438	160511	+
YPR133W-A	TOM5		S000006433	Respiration	Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import of all mitochondrially directed proteins; involved in transfer of precursors from the Tom70p and Tom20p receptors to the Tom40p pore	XVI	797557	797709	+
YDR120C	TRM1	tRNA Methyltransferase	S000002527	Respiration	"tRNA methyltransferase; two forms of protein are made by alternative translation starts; localizes to both nucleus and mitochondrion to produce modified base N2,N2-dimethylguanosine in tRNAs in both compartments; nuclear Trm1p is evenly distributed around inner nuclear membrane in WT, but mislocalizes as puncta near ER-nucleus junctions in spindle pole body (SPB) mutants; both Trm1p inner nuclear membrane targeting and maintenance depend upon SPB"	IV	691549	693261	-
YOR187W	TUF1		S000005713	Respiration	"Mitochondrial translation elongation factor Tu (EF-Tu); involved in fundamental pathway of mtDNA homeostasis; comprises both GTPase and guanine nucleotide exchange factor activities, while these activities are found in separate proteins in S. pombe and humans; rare mutations in human mitochondrial elongation factor Tu (EFTu) associated with severe lactic acidosis, rapidly progressive fatal encephalopathy, severe infantile macrocystic leukodystrophy with micropolygyria"	XV	684030	685343	+
YLR425W	TUS1	TOR Unique function Suppressor	S000004417	Respiration	Guanine nucleotide exchange factor (GEF) that modulates Rho1p activity; involved in the cell integrity signaling pathway; interacts with Rgl1p; localization of Tus1p to the bed neck is regulated by Rgl1p; multicopy suppressor of tor2 mutation and ypk1 ypk2 double mutation; potential Cdc28p substrate	XII	982894	986817	+
YPR066W	UBA3		S000006270	Respiration	Protein that activates Rub1p (NEDD8) before neddylation; acts together with Ula1p; may play a role in protein degradation; GFP-fusion protein localizes to the cytoplasm in a punctate pattern 	XVI	681213	682112	+
YOR339C	UBC11		S000005866	Respiration	"Ubiquitin-conjugating enzyme; most similar in sequence to Xenopus ubiquitin-conjugating enzyme E2-C, but not a true functional homolog of this E2; unlike E2-C, not required for the degradation of mitotic cyclin Clb2"	XV	958362	958832	-
YKR042W	UTH1	yoUTH	S000001750	Respiration	"Mitochondrial inner membrane protein; role in mitophagy is disputed; implicated in cell wall biogenesis, the oxidative stress response, life span during starvation, and cell death; SUN family member; UTH1 has a paralog, NCA3, that arose from the whole genome duplication"	XI	519527	520624	+
YHR039C-A	VMA10		S000002100	Respiration	Subunit G of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; involved in vacuolar acidification; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits	VIII	187173	187679	-
YPR036W	VMA13	Vacuolar Membrane Atpase	S000006240	Respiration	Subunit H of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; serves as an activator or a structural stabilizer of the V-ATPase; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits	XVI	643836	645272	+
YBR127C	VMA2	Vacuolar Membrane Atpase	S000000331	Respiration	"Subunit B of V1 peripheral membrane domain of vacuolar H+-ATPase; electrogenic proton pump found throughout the endomembrane system; contains nucleotide binding sites; also detected in the cytoplasm; protein abundance increases in response to DNA replication stress; human homolog ATP6V1B1, implicated in autosomal-recessive distal renal tubular acidosis (RTA) with sensorineural deafness, complements yeast null mutant"	II	491269	492822	-
YGR105W	VMA21	Vacuolar Membrane Atpase	S000003337	Respiration	Integral membrane protein required for V-ATPase function; not an actual component of the vacuolar H+-ATPase (V-ATPase) complex; diverged ortholog of human XMEA (X-linked Myopathy with Excessive Autophagy); functions in the assembly of the V-ATPase; localized to the yeast endoplasmic reticulum (ER)	VII	698599	698832	+
YOR332W	VMA4	Vacuolar Membrane Atpase	S000005859	Respiration	Subunit E of the V1 domain of the vacuolar H+-ATPase (V-ATPase); V-ATPase is an electrogenic proton pump found throughout the endomembrane system; V1 domain has eight subunits; required for the V1 domain to assemble onto the vacuolar membrane; protein abundance increases in response to DNA replication stress	XV	943656	944357	+
YKL080W	VMA5	Vacuolar Membrane Atpase	S000001563	Respiration	Subunit C of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; required for the V1 domain to assemble onto the vacuolar membrane; the V1 peripheral membrane domain of vacuolar H+-ATPase (V-ATPase) has eight subunits	XI	285030	286208	+
YLR447C	VMA6	Vacuolar Membrane Atpase	S000004439	Respiration	Subunit d of the V0 integral membrane domain of V-ATPase; part of the electrogenic proton pump found in the endomembrane system; required for V1 domain assembly on the vacuolar membrane; the V0 integral membrane domain of vacuolar H+-ATPase (V-ATPase) has five subunits	XII	1026856	1027893	-
YGR020C	VMA7		S000003252	Respiration	Subunit F of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; required for the V1 domain to assemble onto the vacuolar membrane; the V1 peripheral membrane domain of vacuolar H+-ATPase (V-ATPase) has eight subunits	VII	526973	527329	-
YEL051W	VMA8	Vacuolar Membrane Atpase	S000000777	Respiration	Subunit D of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; plays a role in the coupling of proton transport and ATP hydrolysis; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits	V	58378	59148	+
YKL119C	VPH2	Vacuolar pH	S000001602	Respiration	Integral membrane protein required for V-ATPase function; not an actual component of the vacuolar H+-ATPase (V-ATPase) complex; functions in the assembly of the V-ATPase; localized to the endoplasmic reticulum (ER); involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner	XI	218570	219217	-
YKR001C	VPS1		S000001709	Respiration	"Dynamin-like GTPase required for vacuolar sorting; also involved in actin cytoskeleton organization, endocytosis, late Golgi-retention of some proteins, regulation of peroxisome biogenesis"	XI	440608	442722	-
YPL045W	VPS16	Vacuolar Protein Sorting	S000005966	Respiration	Subunit of the HOPS and the CORVET complexes; part of the Class C Vps complex essential for membrane docking and fusion at Golgi-to-endosome and endosome-to-vacuole protein transport stages	XVI	467260	469656	+
YMR077C	VPS20	Vacuolar Protein Sorting	S000004682	Respiration	Myristoylated subunit of the ESCRT-III complex; the endosomal sorting complex required for transport of transmembrane proteins into the multivesicular body pathway to the lysosomal/vacuolar lumen; cytoplasmic protein recruited to endosomal membranes	XIII	421484	422149	-
YKL041W	VPS24	Vacuolar Protein Sorting	S000001524	Respiration	One of four subunits of the ESCRT-III complex; forms an endosomal sorting complex required for transport III (ESCRT-III) subcomplex with Did4p; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway	XI	360143	360817	+
YJR102C	VPS25	Vacuolar Protein Sorting	S000003863	Respiration	Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome	X	619157	619765	-
YNR006W	VPS27	Vacuolar Protein Sorting	S000005289	Respiration	"Endosomal protein that forms a complex with Hse1p; required for recycling Golgi proteins, forming lumenal membranes and sorting ubiquitinated proteins destined for degradation; has Ubiquitin Interaction Motifs which bind ubiquitin (Ubi4p)"	XIV	636986	638854	+
YPL065W	VPS28	Vacuolar Protein Sorting	S000005986	Respiration	"Component of the ESCRT-I complex; complex is involved in ubiquitin-dependent sorting of proteins into the endosome; conserved C-terminal domain interacts with ESCRT-III subunit Vps20p; other members include Stp22p, Srn2p, Vps28p, and Mvb12p"	XVI	427927	428655	+
YDR495C	VPS3	Vacuolar Protein Sorting	S000002903	Respiration	"Component of CORVET membrane tethering complex; cytoplasmic protein required for the sorting and processing of soluble vacuolar proteins, acidification of the vacuolar lumen, and assembly of the vacuolar H+-ATPase"	IV	1438115	1441150	-
YLR396C	VPS33	Vacuolar Protein Sorting	S000004388	Respiration	"ATP-binding protein that is a subunit of the HOPS and CORVET complexes; essential for protein sorting, vesicle docking, and fusion at the vacuole; binds to SNARE domains"	XII	910235	912310	-
YLR417W	VPS36	Vacuolar Protein Sorting	S000004409	Respiration	Component of the ESCRT-II complex; contains the GLUE (GRAM Like Ubiquitin binding in EAP45) domain which is involved in interactions with ESCRT-I and ubiquitin-dependent sorting of proteins into the endosome; plays a role in the formation of mutant huntingtin (Htt) aggregates in yeast	XII	955010	956710	+
YPR173C	VPS4	Vacuolar Protein Sorting	S000006377	Respiration	AAA-ATPase involved in multivesicular body (MVB) protein sorting; ATP-bound Vps4p localizes to endosomes and catalyzes ESCRT-III disassembly and membrane release; ATPase activity is activated by Vta1p; regulates cellular sterol metabolism	XVI	886524	887837	-
YGL095C	VPS45	Vacuolar Protein Sorting	S000003063	Respiration	Protein of the Sec1p/Munc-18 family; essential for vacuolar protein sorting; required for the function of Pep12p and the early endosome/late Golgi SNARE Tlg2p; essential for fusion of Golgi-derived vesicles with the prevacuolar compartment	VII	328874	330607	-
YJL029C	VPS53	Vacuolar Protein Sorting	S000003566	Respiration	"Component of the GARP (Golgi-associated retrograde protein) complex; GARP is required for the recycling of proteins from endosomes to the late Golgi, and for mitosis after DNA damage induced checkpoint arrest; required for vacuolar protein sorting; members of the GARP complex are Vps51p-Vps52p-Vps53p-Vps54p; human ortholog is implicated in progressive cerebello-cerebral atrophy type 2 (PCCA2)"	X	388385	390853	-
YDR136C	VPS61		S000002543	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 4% of ORF overlaps the verified gene RGP1; deletion causes a vacuolar protein sorting defect"	IV	727711	728283	-
YNL064C	YDJ1	Yeast dnaJ	S000005008	Respiration	Type I HSP40 co-chaperone; involved in regulation of HSP90 and HSP70 functions; acts as an adaptor that helps Rsp5p recognize cytosolic misfolded proteins for ubiquitination after heat shock; critical for determining cell size at Start as a function of growth rate; involved in protein translocation across membranes; member of the DnaJ family; chimeric protein in which human p58IPK J domain replaces yeast Ydj1p J domain can complement yeast ydj1 mutant	XIV	505868	507097	-
YDL032W	YDL032W	"ORF, Dubious"	S000002190	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene SLM3/YDL033C; YDL032W is not an essential gene"	IV	393690	394001	+
YDL068W	YDL068W	"ORF, Dubious"	S000002226	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"	IV	333500	333829	+
YDR114C	YDR114C	"ORF, Uncharacterized"	S000002521	Respiration	Putative protein of unknown function; deletion mutant exhibits poor growth at elevated pH and calcium	IV	681924	682226	-
YDR230W	YDR230W	"ORF, Dubious"	S000002638	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene COX20/YDR231C"	IV	926223	926570	+
YDR271C	YDR271C	"ORF, Dubious"	S000002679	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF CCC2/YDR270W"	IV	1008395	1008766	-
YDR509W	YDR509W	"ORF, Dubious"	S000002917	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"	IV	1468226	1468573	+
YGR219W	YGR219W	"ORF, Dubious"	S000003451	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF MRPL9/YGR220C"	VII	936035	936376	+
YHL005C	YHL005C	"ORF, Uncharacterized"	S000000997	Respiration	Putative protein of unknown function; conserved among S. cerevisiae strains; YHL005C is not an essential gene	VIII	98828	99220	-
YDL198C	YHM1	GDP/GTP Carrier	S000002357	Respiration	Mitochondrial GTP/GDP transporter; essential for mitochondrial genome maintenance; has a role in mitochondrial iron transport; member of the mitochondrial carrier family	IV	103649	104551	-
YHR050W-A	YHR050W-A	"ORF, Uncharacterized"	S000028832	Respiration	Protein of unknown function; identified by expression profiling and mass spectrometry	VIII	209475	209645	+
YIL014C-A	YIL014C-A	"ORF, Uncharacterized"	S000003536	Respiration	Putative protein of unknown function	IX	325212	325526	-
YIL060W	YIL060W	"ORF, Verified"	S000001322	Respiration	Mitochondrial protein of unknown function; required for respiratory growth; mutant accumulates less glycogen than does wild type; null mutation results in a decrease in plasma membrane electron transport; YIL060W is not an essential gene	IX	246392	246826	+
YMR151W	YIM2		S000004759	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 5% of ORF overlaps the verified gene IMP1"	XIII	562506	562943	+
YJL022W	YJL022W	"ORF, Dubious"	S000003559	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene PET130"	X	398109	398417	+
YJL175W	YJL175W		S000003711	Respiration	"Dubious open reading frame unlikely to encode a functional protein; deletion confers resistance to cisplatin, hypersensitivity to 5-fluorouracil, and growth defect at high pH with high calcium; overlaps gene for SWI3 transcription factor"	X	94049	94561	+
YJL193W	YJL193W	"ORF, Uncharacterized"	S000003729	Respiration	Putative protein of unknown function; predicted to encode a triose phosphate transporter subfamily member based on phylogenetic analysis; similar to YOR307C/SLY41; deletion mutant has a respiratory growth defect	X	71366	72574	+
YJR120W	YJR120W	"ORF, Verified"	S000003881	Respiration	"Protein of unknown function; essential for growth under anaerobic conditions; mutation causes decreased expression of ATP2, impaired respiration, defective sterol uptake, and altered levels/localization of ABC transporters Aus1p and Pdr11p"	X	647126	647476	+
YKL068W-A	YKL068W-A	"ORF, Uncharacterized"	S000028524	Respiration	Putative protein of unknown function; identified by homology to Ashbya gossypii	XI	309206	309442	+
YKL169C	YKL169C	"ORF, Dubious"	S000001652	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene MRPL38"	XI	130685	131068	-
YLR149C	YLR149C	"ORF, Verified"	S000004139	Respiration	Protein of unknown function; overexpression causes a cell cycle delay or arrest; null mutation results in a decrease in plasma membrane electron transport; YLR149C is not an essential gene; protein abundance increases in response to DNA replication stress	XII	437631	439823	-
YLR202C	YLR202C	"ORF, Dubious"	S000004192	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF YLR201C; ORF contains a putative intron"	XII	550194	550636	-
YML089C	YML089C	"ORF, Dubious"	S000004554	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; expression induced by calcium shortage"	XIII	91041	91409	-
YML090W	YML090W	"ORF, Dubious"	S000004555	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the dubious ORF YML089C; exhibits growth defect on a non-fermentable (respiratory) carbon source"	XIII	90744	91130	+
YMR031W-A	YMR031W-A	"ORF, Dubious"	S000004634	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; null mutant displays shortened telomeres; partially overlaps the uncharacterized ORF YMR031C"	XIII	334709	335035	+
YMR245W	YMR245W	"ORF, Dubious"	S000004859	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"	XIII	758563	759183	+
YNL170W	YNL170W	"ORF, Dubious"	S000005114	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"	XIV	315978	316373	+
YNL184C	YNL184C	"ORF, Uncharacterized"	S000005128	Respiration	Protein of unknown function; expressed at both mRNA and protein levels	XIV	292557	292883	-
YNR025C	YNR025C	"ORF, Dubious"	S000005308	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; deletion reduces expression of PIS1 gene encoding phosphatidylinositol synthase"	XIV	672702	673061	-
YNR042W	YNR042W	"ORF, Dubious"	S000005325	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps verified gene COQ2"	XIV	701238	701666	+
YOR199W	YOR199W	"ORF, Dubious"	S000005725	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"	XV	720181	720510	+
YOR200W	YOR200W	"ORF, Dubious"	S000005726	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF MRM1/YOR201c"	XV	720417	720815	+
YPR099C	YPR099C	"ORF, Dubious"	S000006303	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene MRPL51/YPR100W"	XVI	729757	730113	-
YPR123C	YPR123C	"ORF, Dubious"	S000006327	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially/completely overlaps the verified ORF CTR"	XVI	786141	786575	-
YPR146C	YPR146C	"ORF, Dubious"	S000006350	Respiration	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"	XVI	825347	825676	-
YLR262C	YPT6	Yeast Protein Two	S000004252	Respiration	"Rab family GTPase; required for endosome-to-Golgi, intra-Golgi retrograde, and retrograde Golgi-to-ER transport; temporarily at the Golgi, dissociating into the cytosol on arrival of the late Golgi GTPase Ypt32p; Golgi-localized form is GTP bound, while cytosolic form is GDP-bound; required for delivery of Atg9p to the phagophore assembly site during autophagy under heat stress, with Ypt6p for starvation induced autophagy and for the CVT pathway; homolog of mammalian Rab6"	XII	668244	668891	-
YMR089C	YTA12		S000004695	Respiration	"Mitochondrial inner membrane m-AAA protease component; mediates degradation of misfolded or unassembled proteins; also required for correct assembly of mitochondrial enzyme complexes; overexpression of human AFG3L2 complements respiratory defect of yeast afg3 yta12 double null mutation, but overexpression of disease-associated AFG3L2 variants does not; expression of both human SPG7 (paraplegin) and AFG3L2 complements yeast yta12 afg3 double mutation"	XIII	445609	448086	-
YNL237W	YTP1	Yeast putative Transmembrane Protein	S000005181	Respiration	Probable type-III integral membrane protein of unknown function; has regions of similarity to mitochondrial electron transport proteins	XIV	205188	206567	+
									
				sce00010 KEGG					
YGL253W	HXK2	HeXoKinase	S000003222	Gluconeogen_Glycolysis_Pyruvate		VII	23935	25395	+
